100002	0.1429
100004	0.0952
100011	0.0591
100016	0.3204
100025	0.0200
100038	0.0968
100044	0.3024
100056	0.7368
100064	1.0000
100068	0.5909
100073	0.0000
100082	0.9167
100086	0.0000
100103	0.0000
100116	0.2625
100129	0.4286
100133	0.5000
100139	0.7692
100149	0.6667
100171	0.1429
100173	0.5148
100177	0.0000
100194	0.0000
100198	0.0000
100203	0.0000
100245	0.0000
100246	0.7745
100252	0.0685
100277	0.0000
100278	0.9365
100280	0.4873
100294	0.3380
100298	0.0526
100314	1.0000
100319	0.1176
100322	0.0000
100330	0.0000
100346	0.5000
100350	0.7500
100352	0.6000
100358	0.3133
100365	0.3333
100369	0.2500
100380	0.6000
100406	0.0000
100409	0.1273
100418	0.0000
100424	0.2955
100428	0.3235
100432	0.0592
100435	0.0000
100436	0.6486
100454	0.0769
100459	0.0000
100462	0.1379
100481	0.0709
200003	0.7105
200007	0.3906
200008	0.2000
200013	0.4059
200016	0.0426
200018	0.0000
200027	0.7273
200032	0.0400
200043	0.0000
200044	0.2000
200045	0.3333
200049	0.1250
200055	0.1792
200056	0.2455
200059	0.1429
200063	0.1280
200069	0.0000
200072	0.8033
200076	0.6190
200085	0.0000
200094	0.6923
200096	0.8571
200099	0.0000
200100	0.2500
200106	0.2500
200107	0.6000
200108	0.3750
200111	0.1845
200114	0.6667
200120	0.0417
200121	0.0311
200125	0.0388
200127	0.5263
200130	0.3000
200131	0.7872
200133	0.6667
200135	0.6667
200153	0.0536
200158	1.0000
200165	1.0000
200171	0.2500
200176	0.6667
200181	0.3676
200186	0.2603
200188	0.0000
200189	1.0000
200198	0.1644
200206	0.1481
200212	0.5385
200218	0.4000
200223	0.2500
200229	0.5213
200232	0.2917
200233	0.2222
200236	0.6667
200239	0.4000
200242	0.6429
200255	0.5455
200261	0.4206
200264	0.1344
200280	0.2889
200287	0.4800
200288	0.8333
200292	0.4583
200296	0.1780
200298	0.2222
200302	0.1395
200303	0.4167
200305	0.2376
200307	0.0244
200308	0.1493
200309	0.3571
200310	0.5556
200314	0.2391
200316	0.0342
200319	0.4545
200322	0.2500
200323	0.0909
200326	0.4167
200330	0.1092
200331	0.6018
200339	0.0521
200341	0.6667
200343	0.5714
200345	0.0159
200346	0.5200
200350	0.5000
200354	0.1373
200357	0.6154
200364	0.5278
200365	0.1000
200371	0.6111
200372	0.3806
200373	1.0000
200374	0.7500
200375	0.7241
200377	0.2358
200383	0.5625
200395	0.2180
200398	0.1772
200399	0.7308
200400	0.2098
200402	0.5000
200405	0.4231
200408	0.0000
200414	0.2500
200415	0.4332
200417	0.4444
200420	1.0000
200422	0.0000
200424	0.6061
200427	0.0340
200429	0.1719
200430	0.0651
200450	0.2357
200455	0.5000
200456	0.2121
200460	1.0000
200462	0.0902
200463	0.0000
200464	0.0405
200471	0.1266
200475	0.6429
200477	0.6786
200478	0.7500
200482	0.8060
200490	0.9231
200491	0.7349
200492	0.3333
200493	0.3590
all	0.3538
